consumer,error_number,errors
Nicolas Lima Nazário,2,"[{'Order_id': 405, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 407, 'Product_id': 5, 'Product_name': 'led lights'}]"
Émerson Assis,3,"[{'Order_id': 408, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 409, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 410, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Elaine Braga Nazário,3,"[{'Order_id': 412, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 413, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 415, 'Product_id': 3, 'Product_name': 'batteries'}]"
Carlos Pedroso,5,"[{'Order_id': 417, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 418, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 419, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 420, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 421, 'Product_id': 26, 'Product_name': 'nikon'}]"
Gilmar Cavalcanti,5,"[{'Order_id': 422, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 423, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 424, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 425, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 426, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
Gilmar Lobo Ruiz,2,"[{'Order_id': 427, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 428, 'Product_id': 56, 'Product_name': 'malbec'}]"
Taís da Silva Machado,5,"[{'Order_id': 429, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 430, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 431, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 432, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 433, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Taís Cavalcanti Carmo,2,"[{'Order_id': 435, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 436, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Heloísa Vargas,7,"[{'Order_id': 437, 'Product_id': 45, 'Product_name': 'instax mini 11'}, {'Order_id': 438, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 439, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 440, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 441, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 442, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 443, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Nicole Cavalcanti Cavalcanti,6,"[{'Order_id': 445, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 446, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 447, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 448, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 449, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 450, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Nicole da Cruz Lobo,6,"[{'Order_id': 451, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 452, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 453, 'Product_id': 14, 'Product_name': 'carregador iphone'}, {'Order_id': 454, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 455, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 456, 'Product_id': 5, 'Product_name': 'led lights'}]"
Émerson da Silva Barroso,2,"[{'Order_id': 457, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 459, 'Product_id': 13, 'Product_name': 'led strip'}]"
Taís Vargas Leal,6,"[{'Order_id': 460, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 461, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 462, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 463, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 464, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 465, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Fernando de Salles,2,"[{'Order_id': 466, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 467, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}]"
Nicolas Ito Lobo,4,"[{'Order_id': 470, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 471, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 472, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 473, 'Product_id': 58, 'Product_name': 'espumante'}]"
Carina Gimenes,1,"[{'Order_id': 474, 'Product_id': 68, 'Product_name': 'açúcar'}]"
Nicole Gimenes Silveira,4,"[{'Order_id': 475, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 476, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 477, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 479, 'Product_id': 8, 'Product_name': 'car battery'}]"
Rafael Oliveira Pacheco,4,"[{'Order_id': 480, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 481, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 482, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 483, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
Carina Pacheco Falcão,3,"[{'Order_id': 485, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 486, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 487, 'Product_id': 46, 'Product_name': 'vinho'}]"
Rafael Vaz Damasceno,1,"[{'Order_id': 489, 'Product_id': 22, 'Product_name': 'câmera'}]"
Nicole Medeiros da Silva,1,"[{'Order_id': 490, 'Product_id': 9, 'Product_name': 'fluke'}]"
Heloísa Paim Silveira,2,"[{'Order_id': 491, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 492, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Isabela Monteiro,6,"[{'Order_id': 493, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 494, 'Product_id': 45, 'Product_name': 'instax mini 11'}, {'Order_id': 495, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 496, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 497, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 498, 'Product_id': 30, 'Product_name': 'moto g9'}]"
Fernando Gimenes Machado,3,"[{'Order_id': 500, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 503, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 504, 'Product_id': 65, 'Product_name': 'morango'}]"
Elaine Lopes Medeiros,3,"[{'Order_id': 505, 'Product_id': 48, 'Product_name': 'cerveja'}, {'Order_id': 506, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 507, 'Product_id': 64, 'Product_name': 'heineken'}]"
Antônio Leal Pacheco,6,"[{'Order_id': 509, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 510, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 512, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 513, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 514, 'Product_id': 64, 'Product_name': 'heineken'}, {'Order_id': 515, 'Product_id': 8, 'Product_name': 'car battery'}]"
Beatriz Cavalcanti Correia,3,"[{'Order_id': 516, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 517, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 519, 'Product_id': 56, 'Product_name': 'malbec'}]"
Janaína Carmo,7,"[{'Order_id': 520, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 521, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 522, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 523, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 524, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 525, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 526, 'Product_id': 9, 'Product_name': 'fluke'}]"
Taís Ito Oliveira,1,"[{'Order_id': 529, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
Elaine Medeiros da Cunha,6,"[{'Order_id': 531, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 532, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 533, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 534, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 535, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 536, 'Product_id': 46, 'Product_name': 'vinho'}]"
Taís Barroso Braga,6,"[{'Order_id': 537, 'Product_id': 14, 'Product_name': 'carregador iphone'}, {'Order_id': 538, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 539, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 540, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 541, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 542, 'Product_id': 14, 'Product_name': 'carregador iphone'}]"
Beatriz Monteiro Fraga,6,"[{'Order_id': 543, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 544, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 545, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 546, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 547, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 548, 'Product_id': 32, 'Product_name': 'instax mini'}]"
Heloísa Ito,4,"[{'Order_id': 550, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 551, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 552, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 553, 'Product_id': 2, 'Product_name': 'bateria'}]"
Fernando Pedroso,1,"[{'Order_id': 554, 'Product_id': 8, 'Product_name': 'car battery'}]"
Valdomiro Vaz da Cunha,1,"[{'Order_id': 555, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Carina Paim,2,"[{'Order_id': 556, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 558, 'Product_id': 15, 'Product_name': 'switch controller'}]"
Poliane Cavalcanti,4,"[{'Order_id': 559, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 561, 'Product_id': 51, 'Product_name': 'queijo'}, {'Order_id': 562, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 564, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Nicolas Lima,6,"[{'Order_id': 565, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 566, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 567, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 568, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 569, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 570, 'Product_id': 68, 'Product_name': 'açúcar'}]"
Carina Gimenes,3,"[{'Order_id': 571, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 573, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 574, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Taís Lima Ito,3,"[{'Order_id': 575, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 576, 'Product_id': 48, 'Product_name': 'cerveja'}, {'Order_id': 577, 'Product_id': 54, 'Product_name': 'vodka'}]"
Heloísa Quadros Correia,4,"[{'Order_id': 580, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 581, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 582, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 583, 'Product_id': 21, 'Product_name': 'camera'}]"
Adriano Gimenes Pacheco,1,"[{'Order_id': 585, 'Product_id': 20, 'Product_name': 'led rgb'}]"
Taís Ito Simões,7,"[{'Order_id': 586, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 587, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 588, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 589, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 590, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 591, 'Product_id': 45, 'Product_name': 'instax mini 11'}, {'Order_id': 592, 'Product_id': 7, 'Product_name': 'trash can'}]"
Isabela Leal,1,"[{'Order_id': 593, 'Product_id': 23, 'Product_name': 'moto g10'}]"
Kléber Ruiz,1,"[{'Order_id': 595, 'Product_id': 39, 'Product_name': 'moto g10 plus'}]"
Taís Cavalcanti Machado,2,"[{'Order_id': 597, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 598, 'Product_id': 69, 'Product_name': 'barra de chocolate'}]"
Carina Vaz Pedroso,5,"[{'Order_id': 599, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 600, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 601, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 602, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 603, 'Product_id': 8, 'Product_name': 'car battery'}]"
Taís Medeiros Nazário,1,"[{'Order_id': 604, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Carina Pacheco,3,"[{'Order_id': 605, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 606, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 608, 'Product_id': 52, 'Product_name': 'bebedouro'}]"
Adriano Lima da Silva,5,"[{'Order_id': 610, 'Product_id': 11, 'Product_name': 'kabel'}, {'Order_id': 611, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 612, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 613, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 614, 'Product_id': 9, 'Product_name': 'fluke'}]"
Émerson da Cruz,5,"[{'Order_id': 616, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 617, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 618, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 619, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 620, 'Product_id': 10, 'Product_name': 'laser'}]"
Carina Braz Quadros,1,"[{'Order_id': 622, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Valdomiro Paschoal Simões,6,"[{'Order_id': 623, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 624, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 625, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 626, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 628, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 629, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Rafael Simões da Silva,2,"[{'Order_id': 630, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 631, 'Product_id': 6, 'Product_name': 'battery charger'}]"
Isabela Braga Fraga,2,"[{'Order_id': 633, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 634, 'Product_id': 22, 'Product_name': 'câmera'}]"
Gilmar Vaz Lima,2,"[{'Order_id': 635, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 636, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Valdomiro Gimenes,4,"[{'Order_id': 638, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 639, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 640, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 641, 'Product_id': 30, 'Product_name': 'moto g9'}]"
Fabiana Velho,3,"[{'Order_id': 644, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 645, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 646, 'Product_id': 2, 'Product_name': 'bateria'}]"
Fabiana Gimenes,6,"[{'Order_id': 647, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 648, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 649, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 650, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 651, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 652, 'Product_id': 42, 'Product_name': 'papel de parede branco'}]"
Kléber Simões,5,"[{'Order_id': 654, 'Product_id': 45, 'Product_name': 'instax mini 11'}, {'Order_id': 655, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 656, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 657, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 658, 'Product_id': 43, 'Product_name': 'moto g 10'}]"
Poliane Quadros da Cruz,1,"[{'Order_id': 661, 'Product_id': 15, 'Product_name': 'switch controller'}]"
Beatriz da Cruz,2,"[{'Order_id': 662, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 664, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Fabiana da Silva,5,"[{'Order_id': 665, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 666, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 668, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 669, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 670, 'Product_id': 36, 'Product_name': 'ipad'}]"
Carina Leal,6,"[{'Order_id': 671, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 672, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 673, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 675, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 676, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 677, 'Product_id': 45, 'Product_name': 'instax mini 11'}]"
Heloísa Lima,4,"[{'Order_id': 680, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 681, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 683, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 684, 'Product_id': 63, 'Product_name': 'cafeteira'}]"
Nicolas da Cunha,1,"[{'Order_id': 686, 'Product_id': 36, 'Product_name': 'ipad'}]"
Adriano Silveira,4,"[{'Order_id': 687, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 688, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 689, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 690, 'Product_id': 49, 'Product_name': 'whisky'}]"
Valdomiro Gimenes Barroso,6,"[{'Order_id': 691, 'Product_id': 56, 'Product_name': 'malbec'}, {'Order_id': 692, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 693, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 694, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 695, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 696, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Gilmar da Cruz Simões,2,"[{'Order_id': 697, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 701, 'Product_id': 12, 'Product_name': 'multimeter'}]"
Nicolas Pedroso da Silva,1,"[{'Order_id': 702, 'Product_id': 54, 'Product_name': 'vodka'}]"
Janaína Paschoal Oliveira,2,"[{'Order_id': 703, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 704, 'Product_id': 3, 'Product_name': 'batteries'}]"
Kléber Braz,6,"[{'Order_id': 705, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 707, 'Product_id': 11, 'Product_name': 'kabel'}, {'Order_id': 708, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 709, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 710, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 711, 'Product_id': 47, 'Product_name': 'chocolate'}]"
Taís Machado,4,"[{'Order_id': 712, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 713, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 714, 'Product_id': 51, 'Product_name': 'queijo'}, {'Order_id': 715, 'Product_id': 22, 'Product_name': 'câmera'}]"
Gilmar Carmo Ruiz,2,"[{'Order_id': 716, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 717, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Beatriz Braga Velho,4,"[{'Order_id': 718, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 719, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 720, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 721, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Gilmar Lopes,6,"[{'Order_id': 723, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 724, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 726, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 727, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 728, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 729, 'Product_id': 30, 'Product_name': 'moto g9'}]"
Elaine Farias Damasceno,2,"[{'Order_id': 730, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 731, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}]"
